"row_id","order_id","order_date","ship_date","customer_id","product_id","quantity","discount","sales","profit","ship_mode"
"1184","ORD-02559","2024-09-03","2024-09-09","CUST-0115","PROD-0008","9","0.00","1325.07","546.39","Standard Class"
"1185","ORD-00562","2025-11-18","2025-11-22","CUST-0006","PROD-0001","3","0.05","1303.53","466.17","Second Class"
"1186","ORD-00928","2024-09-20","2024-09-25","CUST-0225","PROD-0016","9","0.00","326.70","109.62","Second Class"
"1187","ORD-00070","2025-03-07","2025-03-11","CUST-0010","PROD-0020","2","0.00","106.26","45.14","First Class"
"1188","ORD-02366","2023-10-11","2023-10-17","CUST-0135","PROD-0015","4","0.00","356.44","120.12","Standard Class"
"1189","ORD-04922","2025-06-27","2025-07-04","CUST-0016","PROD-0016","4","0.00","145.20","48.72","Standard Class"
"1190","ORD-00577","2024-06-28","2024-07-05","CUST-0067","PROD-0036","3","0.15","1265.79","183.36","First Class"
"1191","ORD-04083","2024-06-03","2024-06-04","CUST-0048","PROD-0008","5","0.00","736.15","303.55","First Class"
"1192","ORD-00520","2025-12-09","2025-12-14","CUST-0024","PROD-0022","10","0.15","239.36","70.36","Second Class"
"1193","ORD-04153","2024-11-25","2024-11-28","CUST-0229","PROD-0017","7","0.10","589.62","240.53","Same Day"
"1194","ORD-03737","2024-08-08","2024-08-11","CUST-0211","PROD-0040","4","0.00","359.40","100.76","Standard Class"
"1195","ORD-03048","2025-06-01","2025-06-08","CUST-0177","PROD-0005","3","0.00","782.88","300.69","Standard Class"
"1196","ORD-02644","2025-01-02","2025-01-05","CUST-0179","PROD-0025","6","0.10","189.22","76.72","First Class"
"1197","ORD-00296","2023-09-23","2023-09-26","CUST-0235","PROD-0037","10","0.05","6896.43","2481.93","Second Class"
"1198","ORD-03748","2024-06-20","2024-06-25","CUST-0019","PROD-0005","11","0.00","2870.56","1102.53","Standard Class"
"1199","ORD-02964","2025-03-10","2025-03-17","CUST-0022","PROD-0023","2","0.00","13.06","3.78","Standard Class"
"1200","ORD-03347","2025-06-23","2025-06-24","CUST-0064","PROD-0004","1","0.05","553.08","229.49","First Class"
"1201","ORD-03314","2024-10-07","2024-10-09","CUST-0224","PROD-0011","12","0.05","5131.14","1024.98","First Class"
"1202","ORD-01767","2024-03-17","2024-03-21","CUST-0020","PROD-0011","9","0.00","4050.90","971.28","Second Class"
"1203","ORD-01043","2024-06-05","2024-06-09","CUST-0122","PROD-0020","12","0.15","541.93","175.21","First Class"
"1204","ORD-06485","2023-12-20","2023-12-27","CUST-0191","PROD-0025","1","0.00","35.04","16.29","Standard Class"
"1205","ORD-03211","2024-01-11","2024-01-12","CUST-0240","PROD-0012","10","0.00","2765.70","967.40","Standard Class"
"1206","ORD-00314","2023-12-05","2023-12-10","CUST-0106","PROD-0003","4","0.10","517.54","133.18","Standard Class"
"1207","ORD-01914","2024-08-22","2024-08-23","CUST-0134","PROD-0017","4","0.05","355.64","156.16","Standard Class"
"1208","ORD-01225","2025-09-28","2025-09-29","CUST-0009","PROD-0028","7","0.00","162.33","52.92","First Class"
"1209","ORD-00559","2024-05-17","2024-05-23","CUST-0229","PROD-0017","12","0.00","1123.08","524.64","Standard Class"
"1210","ORD-01692","2025-06-20","2025-06-26","CUST-0177","PROD-0007","1","0.00","409.65","121.09","Standard Class"
"1211","ORD-01927","2025-04-13","2025-04-20","CUST-0083","PROD-0028","3","0.00","69.57","22.68","Standard Class"
"1212","ORD-05384","2025-06-02","2025-06-07","CUST-0237","PROD-0006","11","0.10","7003.66","2603.99","Standard Class"
"1213","ORD-03923","2024-07-05","2024-07-06","CUST-0149","PROD-0039","8","0.00","5153.28","1807.92","Standard Class"
"1214","ORD-01148","2025-04-10","2025-04-12","CUST-0215","PROD-0010","4","0.00","731.96","197.20","Same Day"
"1215","ORD-04034","2023-12-16","2023-12-20","CUST-0140","PROD-0039","11","0.00","7085.76","2485.89","Standard Class"
"1216","ORD-04999","2024-05-03","2024-05-08","CUST-0164","PROD-0017","5","0.15","397.76","148.41","First Class"
"1217","ORD-00935","2024-07-04","2024-07-07","CUST-0024","PROD-0017","12","0.05","1066.93","468.49","Second Class"
"1218","ORD-02050","2025-01-04","2025-01-06","CUST-0146","PROD-0006","9","0.00","6366.96","2767.23","Standard Class"
"1219","ORD-00003","2025-02-12","2025-02-15","CUST-0116","PROD-0029","10","0.20","372.96","73.16","Standard Class"
"1220","ORD-00464","2024-03-06","2024-03-10","CUST-0136","PROD-0016","8","0.20","232.32","39.36","Same Day"
"1221","ORD-00635","2025-06-24","2025-06-29","CUST-0075","PROD-0036","6","0.10","2680.51","515.65","Standard Class"
"1222","ORD-00663","2025-10-21","2025-10-24","CUST-0199","PROD-0013","8","0.00","4141.28","1670.88","Second Class"
"1223","ORD-04986","2024-05-12","2024-05-16","CUST-0168","PROD-0004","1","0.00","582.19","258.60","Second Class"
"1224","ORD-02103","2024-10-24","2024-10-29","CUST-0028","PROD-0005","8","0.00","2087.68","801.84","Standard Class"
"1225","ORD-04991","2025-06-01","2025-06-02","CUST-0197","PROD-0029","7","0.00","326.34","116.48","Second Class"
"1226","ORD-03462","2025-10-16","2025-10-18","CUST-0051","PROD-0006","10","0.05","6720.68","2720.98","First Class"
"1227","ORD-01705","2024-11-04","2024-11-09","CUST-0147","PROD-0019","5","0.05","492.00","201.85","First Class"
"1228","ORD-02082","2024-08-05","2024-08-06","CUST-0099","PROD-0032","7","0.00","1252.79","376.60","Standard Class"
"1229","ORD-01307","2025-01-25","2025-01-31","CUST-0128","PROD-0018","6","0.15","399.99","98.55","Standard Class"
"1230","ORD-05046","2024-01-22","2024-01-25","CUST-0028","PROD-0025","12","0.05","399.46","174.46","Standard Class"
"1231","ORD-05571","2023-11-25","2023-11-28","CUST-0176","PROD-0021","5","0.15","296.18","38.43","Standard Class"
"1232","ORD-00611","2025-06-25","2025-06-26","CUST-0228","PROD-0003","3","0.05","409.72","121.45","Standard Class"
"1233","ORD-02432","2025-12-11","2025-12-17","CUST-0031","PROD-0032","10","0.00","1789.70","538.00","Same Day"
"1234","ORD-01111","2024-08-16","2024-08-22","CUST-0033","PROD-0003","10","0.00","1437.60","476.70","Standard Class"
"1235","ORD-04932","2024-09-24","2024-09-26","CUST-0102","PROD-0015","6","0.10","481.19","126.71","Same Day"
"1236","ORD-02071","2025-11-29","2025-11-30","CUST-0047","PROD-0019","6","0.00","621.48","273.30","Second Class"
"1237","ORD-03637","2024-11-01","2024-11-04","CUST-0071","PROD-0022","1","0.05","26.75","9.85","Same Day"
"1238","ORD-02547","2025-05-16","2025-05-17","CUST-0065","PROD-0032","3","0.00","536.91","161.40","Standard Class"
"1239","ORD-02288","2024-09-21","2024-09-26","CUST-0163","PROD-0008","8","0.00","1177.84","485.68","Second Class"
"1240","ORD-05760","2024-06-23","2024-06-26","CUST-0225","PROD-0005","4","0.05","991.65","348.73","Second Class"
"1241","ORD-02382","2025-12-07","2025-12-14","CUST-0113","PROD-0008","3","0.00","441.69","182.13","Standard Class"
"1242","ORD-00757","2024-06-16","2024-06-21","CUST-0133","PROD-0015","3","0.05","253.96","76.72","Standard Class"
"1243","ORD-00059","2025-08-18","2025-08-21","CUST-0233","PROD-0019","12","0.00","1242.96","546.60","Standard Class"
"1244","ORD-05533","2025-03-02","2025-03-05","CUST-0214","PROD-0032","9","0.00","1610.73","484.20","Standard Class"
"1245","ORD-03966","2024-07-02","2024-07-08","CUST-0070","PROD-0035","9","0.10","3389.36","818.06","Second Class"
"1246","ORD-02658","2024-05-17","2024-05-21","CUST-0152","PROD-0004","3","0.00","1746.57","775.80","Standard Class"
"1247","ORD-01788","2025-06-22","2025-06-27","CUST-0207","PROD-0001","2","0.00","914.76","356.52","Standard Class"
"1248","ORD-04607","2025-03-03","2025-03-07","CUST-0234","PROD-0033","1","0.05","750.51","261.27","Second Class"
"1249","ORD-03243","2024-05-29","2024-06-03","CUST-0007","PROD-0032","5","0.20","715.88","90.03","First Class"
"1250","ORD-02363","2025-06-01","2025-06-03","CUST-0080","PROD-0014","3","0.00","560.88","223.05","Second Class"
"1251","ORD-05850","2025-04-18","2025-04-24","CUST-0125","PROD-0015","8","0.00","712.88","240.24","First Class"
"1252","ORD-04383","2024-04-07","2024-04-08","CUST-0148","PROD-0008","9","0.00","1325.07","546.39","Standard Class"
"1253","ORD-01511","2024-09-04","2024-09-11","CUST-0054","PROD-0006","8","0.10","5093.57","1893.81","Second Class"
"1254","ORD-05695","2024-06-05","2024-06-12","CUST-0208","PROD-0030","4","0.05","2019.17","565.93","Standard Class"
"1255","ORD-03408","2024-02-19","2024-02-24","CUST-0028","PROD-0030","11","0.05","5552.71","1556.30","Standard Class"
"1256","ORD-00131","2025-07-28","2025-08-02","CUST-0158","PROD-0039","7","0.00","4509.12","1581.93","Standard Class"
"1257","ORD-00088","2025-07-23","2025-07-29","CUST-0028","PROD-0032","8","0.00","1431.76","430.40","Standard Class"
"1258","ORD-00427","2023-05-31","2023-06-04","CUST-0161","PROD-0010","10","0.05","1738.40","401.50","First Class"
"1259","ORD-01232","2023-07-28","2023-08-04","CUST-0012","PROD-0009","6","0.00","2750.76","1187.94","Second Class"
"1260","ORD-00959","2025-02-25","2025-03-01","CUST-0187","PROD-0032","3","0.15","456.37","80.86","Standard Class"
"1261","ORD-01136","2023-08-01","2023-08-05","CUST-0231","PROD-0019","10","0.00","1035.80","455.50","Second Class"
"1262","ORD-00098","2024-07-11","2024-07-18","CUST-0171","PROD-0028","12","0.00","278.28","90.72","Standard Class"
"1263","ORD-00214","2024-10-16","2024-10-19","CUST-0176","PROD-0026","8","0.00","618.32","266.00","Standard Class"
"1264","ORD-04658","2025-01-29","2025-02-03","CUST-0059","PROD-0007","12","0.00","4915.80","1453.08","Standard Class"
"1265","ORD-03874","2024-03-02","2024-03-03","CUST-0058","PROD-0011","11","0.00","4951.10","1187.12","First Class"
"1266","ORD-04935","2023-07-04","2023-07-05","CUST-0172","PROD-0038","2","0.05","315.59","65.97","Second Class"
"1267","ORD-00716","2025-05-16","2025-05-23","CUST-0134","PROD-0018","12","0.00","941.16","338.28","Standard Class"
"1268","ORD-03815","2024-12-13","2024-12-14","CUST-0054","PROD-0021","3","0.00","209.07","54.42","Second Class"
"1269","ORD-01428","2025-06-03","2025-06-07","CUST-0112","PROD-0012","1","0.15","235.08","55.25","Standard Class"
"1270","ORD-00122","2023-10-31","2023-11-06","CUST-0020","PROD-0033","2","0.00","1580.02","601.54","Standard Class"
"1271","ORD-02409","2023-07-30","2023-08-01","CUST-0239","PROD-0002","2","0.05","265.70","88.36","Standard Class"
"1272","ORD-02104","2025-11-14","2025-11-19","CUST-0053","PROD-0021","6","0.10","376.33","67.03","Second Class"
"1273","ORD-04982","2024-01-19","2024-01-21","CUST-0231","PROD-0001","3","0.10","1234.93","397.57","Standard Class"
"1274","ORD-05126","2025-07-27","2025-07-30","CUST-0243","PROD-0039","7","0.05","4283.66","1356.47","First Class"
"1275","ORD-01941","2025-08-05","2025-08-12","CUST-0218","PROD-0008","6","0.15","750.87","231.75","Standard Class"
"1276","ORD-01055","2024-06-29","2024-06-30","CUST-0182","PROD-0008","10","0.00","1472.30","607.10","Second Class"
"1277","ORD-06279","2024-07-20","2024-07-26","CUST-0187","PROD-0029","4","0.00","186.48","66.56","Standard Class"
"1278","ORD-04189","2025-11-04","2025-11-11","CUST-0211","PROD-0030","11","0.05","5552.71","1556.30","Standard Class"
"1279","ORD-01197","2025-01-16","2025-01-18","CUST-0236","PROD-0039","10","0.15","5475.36","1293.66","Standard Class"
"1280","ORD-06394","2025-07-31","2025-08-03","CUST-0040","PROD-0027","5","0.15","300.47","101.37","Standard Class"
"1281","ORD-02077","2024-05-16","2024-05-20","CUST-0181","PROD-0040","5","0.00","449.25","125.95","First Class"
"1282","ORD-03839","2025-06-27","2025-07-01","CUST-0177","PROD-0022","7","0.10","177.41","59.11","Standard Class"
"1283","ORD-02297","2024-12-30","2025-01-04","CUST-0188","PROD-0003","12","0.00","1725.12","572.04","Standard Class"
"1284","ORD-05565","2024-03-20","2024-03-27","CUST-0027","PROD-0006","3","0.05","2016.20","816.29","Same Day"
"1285","ORD-06048","2024-12-30","2025-01-03","CUST-0168","PROD-0030","12","0.00","6376.32","2016.60","Standard Class"
"1286","ORD-06297","2025-06-01","2025-06-07","CUST-0125","PROD-0006","11","0.15","6614.56","2214.89","Standard Class"
"1287","ORD-02871","2024-10-26","2024-11-01","CUST-0156","PROD-0037","12","0.00","8711.28","3413.88","Standard Class"
"1288","ORD-03188","2025-10-17","2025-10-21","CUST-0042","PROD-0001","2","0.00","914.76","356.52","Standard Class"
"1289","ORD-04472","2024-10-13","2024-10-18","CUST-0009","PROD-0038","9","0.00","1494.90","371.61","Standard Class"
"1290","ORD-02420","2024-03-01","2024-03-02","CUST-0100","PROD-0002","4","0.00","559.36","204.68","Standard Class"
"1291","ORD-02758","2024-06-26","2024-06-30","CUST-0059","PROD-0022","2","0.00","56.32","22.52","First Class"
"1292","ORD-06404","2025-10-22","2025-10-26","CUST-0085","PROD-0025","6","0.15","178.70","66.20","Standard Class"
"1293","ORD-00224","2024-11-05","2024-11-08","CUST-0168","PROD-0031","9","0.00","1587.51","430.20","Standard Class"
"1294","ORD-02806","2024-07-03","2024-07-05","CUST-0105","PROD-0011","10","0.00","4501.00","1079.20","Standard Class"
"1295","ORD-00006","2024-01-07","2024-01-09","CUST-0142","PROD-0005","1","0.00","260.96","100.23","Second Class"
"1296","ORD-02781","2024-02-27","2024-03-05","CUST-0176","PROD-0010","2","0.00","365.98","98.60","Standard Class"
"1297","ORD-04311","2025-12-06","2025-12-12","CUST-0232","PROD-0010","1","0.15","155.54","21.85","Standard Class"
"1298","ORD-04175","2025-03-31","2025-04-02","CUST-0220","PROD-0028","5","0.00","115.95","37.80","Second Class"
"1299","ORD-05745","2023-11-30","2023-12-03","CUST-0230","PROD-0020","7","0.00","371.91","157.99","Standard Class"
"1300","ORD-00997","2025-09-12","2025-09-17","CUST-0197","PROD-0023","10","0.00","65.30","18.90","Standard Class"
"1301","ORD-05128","2024-08-27","2024-09-02","CUST-0054","PROD-0024","5","0.00","443.10","200.70","Standard Class"
"1302","ORD-00856","2023-09-10","2023-09-14","CUST-0214","PROD-0006","11","0.00","7781.84","3382.17","Standard Class"
"1303","ORD-03488","2023-07-01","2023-07-03","CUST-0212","PROD-0035","9","0.15","3201.07","629.77","Second Class"
"1304","ORD-01017","2025-08-12","2025-08-14","CUST-0093","PROD-0027","5","0.20","282.80","83.70","Second Class"
"1305","ORD-01430","2025-04-22","2025-04-29","CUST-0047","PROD-0017","2","0.00","187.18","87.44","Same Day"
"1306","ORD-04312","2025-01-20","2025-01-21","CUST-0115","PROD-0015","1","0.05","84.65","25.57","Standard Class"
"1307","ORD-00647","2025-11-22","2025-11-29","CUST-0132","PROD-0020","12","0.00","637.56","270.84","Standard Class"
"1308","ORD-00776","2025-08-28","2025-09-04","CUST-0158","PROD-0001","9","0.20","3293.14","781.06","First Class"
"1309","ORD-04297","2023-08-19","2023-08-21","CUST-0194","PROD-0016","3","0.00","108.90","36.54","Standard Class"
"1310","ORD-01598","2023-08-23","2023-08-28","CUST-0113","PROD-0028","10","0.10","208.71","52.41","Second Class"
"1311","ORD-02334","2025-09-08","2025-09-14","CUST-0161","PROD-0031","2","0.20","282.22","25.04","Standard Class"
"1312","ORD-06393","2024-12-19","2024-12-25","CUST-0187","PROD-0002","8","0.00","1118.72","409.36","First Class"
"1313","ORD-00048","2025-06-29","2025-07-04","CUST-0062","PROD-0032","3","0.00","536.91","161.40","Second Class"
"1314","ORD-00924","2024-06-26","2024-06-28","CUST-0084","PROD-0030","7","0.00","3719.52","1176.35","Standard Class"
"1315","ORD-03931","2024-06-18","2024-06-25","CUST-0149","PROD-0035","9","0.00","3765.96","1194.66","Standard Class"
"1316","ORD-05845","2025-08-20","2025-08-23","CUST-0072","PROD-0029","9","0.00","419.58","149.76","Standard Class"
"1317","ORD-02669","2025-04-07","2025-04-11","CUST-0123","PROD-0024","5","0.10","398.79","156.39","Standard Class"
"1318","ORD-06106","2025-01-12","2025-01-15","CUST-0019","PROD-0035","7","0.05","2782.63","782.73","First Class"
"1319","ORD-03602","2024-09-09","2024-09-10","CUST-0100","PROD-0005","1","0.00","260.96","100.23","Standard Class"
"1320","ORD-05834","2024-09-05","2024-09-08","CUST-0121","PROD-0039","1","0.00","644.16","225.99","Standard Class"
"1321","ORD-05829","2025-03-14","2025-03-19","CUST-0116","PROD-0003","6","0.00","862.56","286.02","Standard Class"
"1322","ORD-04160","2025-10-03","2025-10-07","CUST-0118","PROD-0012","8","0.20","1770.05","331.41","Standard Class"
"1323","ORD-01195","2024-08-23","2024-08-24","CUST-0132","PROD-0038","8","0.00","1328.80","330.32","Standard Class"
"1324","ORD-02945","2023-11-07","2023-11-08","CUST-0194","PROD-0030","5","0.00","2656.80","840.25","Standard Class"
"1325","ORD-03430","2025-01-10","2025-01-11","CUST-0142","PROD-0010","5","0.00","914.95","246.50","Standard Class"
"1326","ORD-00170","2023-12-17","2023-12-20","CUST-0163","PROD-0025","5","0.10","157.68","63.93","Standard Class"
"1327","ORD-01316","2025-10-07","2025-10-08","CUST-0055","PROD-0038","9","0.10","1345.41","222.12","Standard Class"
"1328","ORD-06003","2025-09-03","2025-09-09","CUST-0130","PROD-0015","8","0.00","712.88","240.24","Second Class"
"1329","ORD-00223","2024-09-04","2024-09-05","CUST-0091","PROD-0004","5","0.00","2910.95","1293.00","First Class"
"1330","ORD-06437","2024-09-25","2024-10-01","CUST-0218","PROD-0036","6","0.00","2978.34","813.48","First Class"
"1331","ORD-05479","2024-07-08","2024-07-11","CUST-0182","PROD-0030","2","0.20","850.18","123.56","Standard Class"
"1332","ORD-03121","2024-12-10","2024-12-17","CUST-0207","PROD-0008","9","0.05","1258.82","480.14","Standard Class"
"1333","ORD-06400","2025-09-24","2025-10-01","CUST-0193","PROD-0032","4","0.10","644.29","143.61","Standard Class"
"1334","ORD-02117","2023-04-30","2023-05-03","CUST-0114","PROD-0027","2","0.00","141.40","61.76","Standard Class"
"1335","ORD-03370","2025-12-26","2026-01-02","CUST-0007","PROD-0005","2","0.00","521.92","200.46","Standard Class"
"1336","ORD-06176","2024-10-20","2024-10-22","CUST-0192","PROD-0015","3","0.10","240.60","63.36","Second Class"
"1337","ORD-02596","2024-06-27","2024-07-02","CUST-0042","PROD-0010","6","0.00","1097.94","295.80","Second Class"
"1338","ORD-00530","2024-10-13","2024-10-20","CUST-0068","PROD-0015","5","0.05","423.27","127.87","Standard Class"
"1339","ORD-00765","2024-07-01","2024-07-04","CUST-0209","PROD-0037","12","0.00","8711.28","3413.88","Standard Class"
"1340","ORD-00603","2025-02-13","2025-02-20","CUST-0200","PROD-0017","9","0.20","673.85","225.02","Standard Class"
"1341","ORD-04069","2023-11-29","2023-12-03","CUST-0239","PROD-0037","4","0.00","2903.76","1137.96","Standard Class"
"1342","ORD-04195","2024-07-23","2024-07-25","CUST-0087","PROD-0034","12","0.00","2228.76","677.28","Standard Class"
"1343","ORD-00191","2024-11-05","2024-11-09","CUST-0136","PROD-0024","6","0.05","505.13","214.25","Standard Class"
"1344","ORD-04037","2025-11-13","2025-11-18","CUST-0229","PROD-0007","12","0.00","4915.80","1453.08","First Class"
"1345","ORD-01687","2024-06-05","2024-06-08","CUST-0023","PROD-0036","1","0.00","496.39","135.58","Standard Class"
"1346","ORD-04367","2023-06-07","2023-06-10","CUST-0198","PROD-0035","12","0.00","5021.28","1592.88","First Class"
"1347","ORD-02844","2025-02-20","2025-02-24","CUST-0130","PROD-0040","8","0.05","682.86","165.58","Standard Class"
"1348","ORD-01089","2024-12-16","2024-12-17","CUST-0086","PROD-0005","5","0.00","1304.80","501.15","Standard Class"
"1349","ORD-04842","2023-07-08","2023-07-15","CUST-0136","PROD-0036","7","0.15","2953.52","427.85","First Class"
"1350","ORD-04337","2025-06-17","2025-06-24","CUST-0024","PROD-0011","3","0.00","1350.30","323.76","Standard Class"
"1351","ORD-00033","2025-01-28","2025-02-01","CUST-0222","PROD-0010","9","0.00","1646.91","443.70","Standard Class"
"1352","ORD-04897","2024-08-31","2024-09-05","CUST-0173","PROD-0036","4","0.00","1985.56","542.32","Standard Class"
"1353","ORD-02047","2025-10-30","2025-11-03","CUST-0246","PROD-0034","4","0.10","668.63","151.47","Standard Class"
"1354","ORD-03638","2025-05-25","2025-05-31","CUST-0036","PROD-0011","8","0.00","3600.80","863.36","Standard Class"
"1355","ORD-05788","2024-11-14","2024-11-15","CUST-0143","PROD-0031","10","0.10","1587.51","301.61","First Class"
"1356","ORD-02232","2025-09-09","2025-09-13","CUST-0156","PROD-0030","3","0.00","1594.08","504.15","First Class"
"1357","ORD-04377","2025-07-08","2025-07-13","CUST-0097","PROD-0006","8","0.10","5093.57","1893.81","Same Day"
"1358","ORD-06486","2025-04-15","2025-04-22","CUST-0215","PROD-0034","10","0.00","1857.30","564.40","Standard Class"
"1359","ORD-02319","2025-11-18","2025-11-19","CUST-0173","PROD-0030","3","0.05","1514.38","424.45","Standard Class"
"1360","ORD-00092","2024-07-06","2024-07-12","CUST-0225","PROD-0036","4","0.00","1985.56","542.32","First Class"
"1361","ORD-06500","2024-07-03","2024-07-04","CUST-0231","PROD-0034","9","0.00","1671.57","507.96","Standard Class"
"1362","ORD-02098","2025-10-06","2025-10-09","CUST-0202","PROD-0018","8","0.00","627.44","225.52","Second Class"
"1363","ORD-00019","2024-08-09","2024-08-12","CUST-0027","PROD-0011","7","0.05","2993.16","597.90","Standard Class"
"1364","ORD-06288","2023-11-03","2023-11-06","CUST-0182","PROD-0008","3","0.05","419.61","160.05","Standard Class"
"1365","ORD-00043","2025-10-25","2025-10-27","CUST-0162","PROD-0019","12","0.00","1242.96","546.60","Same Day"
"1366","ORD-00912","2023-10-09","2023-10-11","CUST-0080","PROD-0034","7","0.20","1040.09","135.06","Same Day"
"1367","ORD-00269","2025-05-04","2025-05-08","CUST-0099","PROD-0016","5","0.20","145.20","24.60","Standard Class"
"1368","ORD-06442","2024-08-01","2024-08-08","CUST-0055","PROD-0031","11","0.00","1940.29","525.80","First Class"
"1369","ORD-02251","2024-01-09","2024-01-12","CUST-0179","PROD-0029","2","0.00","93.24","33.28","Standard Class"
"1370","ORD-02412","2025-12-07","2025-12-14","CUST-0130","PROD-0021","9","0.00","627.21","163.26","Standard Class"
"1371","ORD-05851","2025-05-23","2025-05-30","CUST-0153","PROD-0013","4","0.10","1863.58","628.38","First Class"
"1372","ORD-01460","2023-12-24","2023-12-31","CUST-0102","PROD-0008","5","0.05","699.34","266.74","Standard Class"
"1373","ORD-02778","2025-05-05","2025-05-09","CUST-0071","PROD-0037","9","0.05","6206.79","2233.74","Standard Class"
"1374","ORD-05785","2024-01-06","2024-01-09","CUST-0009","PROD-0009","9","0.10","3713.53","1369.30","Standard Class"
"1375","ORD-04894","2025-06-07","2025-06-14","CUST-0195","PROD-0009","9","0.10","3713.53","1369.30","Standard Class"
"1376","ORD-04589","2024-08-30","2024-09-06","CUST-0001","PROD-0026","5","0.20","309.16","88.96","Standard Class"
"1377","ORD-01077","2024-06-03","2024-06-07","CUST-0062","PROD-0032","2","0.10","322.15","71.81","Second Class"
"1378","ORD-06343","2024-09-14","2024-09-16","CUST-0066","PROD-0023","6","0.20","31.34","3.50","Standard Class"
"1379","ORD-05643","2025-08-21","2025-08-27","CUST-0045","PROD-0012","1","0.00","276.57","96.74","Same Day"
"1380","ORD-01241","2025-06-16","2025-06-21","CUST-0087","PROD-0011","5","0.00","2250.50","539.60","Standard Class"
"1381","ORD-00061","2024-03-19","2024-03-26","CUST-0043","PROD-0017","8","0.20","598.98","200.02","Standard Class"
"1382","ORD-04030","2025-03-29","2025-04-03","CUST-0097","PROD-0016","8","0.05","275.88","82.92","Standard Class"
"1383","ORD-00853","2025-01-05","2025-01-10","CUST-0026","PROD-0003","11","0.10","1423.22","366.23","Second Class"
"1384","ORD-03066","2025-07-18","2025-07-22","CUST-0114","PROD-0005","12","0.05","2974.94","1046.18","Standard Class"
"1385","ORD-01308","2024-05-11","2024-05-16","CUST-0225","PROD-0017","5","0.00","467.95","218.60","Standard Class"
"1386","ORD-03475","2024-11-16","2024-11-22","CUST-0241","PROD-0040","2","0.00","179.70","50.38","First Class"
"1387","ORD-01096","2023-02-09","2023-02-14","CUST-0184","PROD-0032","2","0.05","340.04","89.70","Second Class"
"1388","ORD-06333","2024-08-23","2024-08-29","CUST-0153","PROD-0010","12","0.05","2086.09","481.81","Standard Class"
"1389","ORD-01876","2024-10-01","2024-10-02","CUST-0149","PROD-0007","4","0.10","1474.74","320.50","Standard Class"
"1390","ORD-00717","2024-11-22","2024-11-28","CUST-0045","PROD-0025","7","0.00","245.28","114.03","Second Class"
"1391","ORD-01994","2023-12-08","2023-12-11","CUST-0011","PROD-0014","10","0.00","1869.60","743.50","Standard Class"
"1392","ORD-00337","2025-10-03","2025-10-09","CUST-0214","PROD-0025","9","0.00","315.36","146.61","Second Class"
"1393","ORD-02884","2024-11-21","2024-11-22","CUST-0130","PROD-0011","2","0.00","900.20","215.84","Second Class"
"1394","ORD-01586","2024-07-24","2024-07-26","CUST-0039","PROD-0025","11","0.00","385.44","179.19","First Class"
"1395","ORD-05023","2023-12-08","2023-12-12","CUST-0151","PROD-0023","6","0.00","39.18","11.34","Standard Class"
"1396","ORD-06238","2024-01-07","2024-01-10","CUST-0197","PROD-0004","12","0.10","6287.65","2404.57","Same Day"
"1397","ORD-03822","2025-05-19","2025-05-25","CUST-0178","PROD-0008","7","0.10","927.55","321.91","Standard Class"
"1398","ORD-03363","2025-05-05","2025-05-11","CUST-0137","PROD-0034","6","0.00","1114.38","338.64","Second Class"
"1399","ORD-00950","2023-04-18","2023-04-23","CUST-0180","PROD-0039","9","0.00","5797.44","2033.91","Standard Class"
"1400","ORD-05321","2025-06-03","2025-06-10","CUST-0226","PROD-0031","11","0.15","1649.25","234.76","Standard Class"
"1401","ORD-01354","2025-05-14","2025-05-15","CUST-0086","PROD-0001","11","0.10","4528.06","1457.74","Standard Class"
"1402","ORD-04115","2024-07-15","2024-07-19","CUST-0141","PROD-0034","4","0.10","668.63","151.47","Second Class"
"1403","ORD-03779","2023-10-27","2023-11-01","CUST-0021","PROD-0021","5","0.15","296.18","38.43","Second Class"
"1404","ORD-02578","2024-12-16","2024-12-20","CUST-0172","PROD-0017","11","0.05","978.02","429.45","First Class"
"1405","ORD-01854","2025-06-04","2025-06-05","CUST-0081","PROD-0024","11","0.00","974.82","441.54","Standard Class"
"1406","ORD-03702","2025-11-08","2025-11-11","CUST-0205","PROD-0030","5","0.10","2391.12","574.57","Second Class"
"1407","ORD-03598","2024-10-20","2024-10-21","CUST-0195","PROD-0019","2","0.00","207.16","91.10","Second Class"
"1408","ORD-04238","2024-06-10","2024-06-11","CUST-0059","PROD-0034","3","0.15","473.61","85.74","Standard Class"
"1409","ORD-02039","2025-09-19","2025-09-20","CUST-0250","PROD-0027","1","0.05","67.17","27.35","Standard Class"
"1410","ORD-04439","2025-03-10","2025-03-11","CUST-0105","PROD-0039","10","0.00","6441.60","2259.90","First Class"
"1411","ORD-04549","2024-02-23","2024-02-28","CUST-0184","PROD-0036","7","0.00","3474.73","949.06","Standard Class"
"1412","ORD-01650","2024-08-11","2024-08-13","CUST-0112","PROD-0015","5","0.00","445.55","150.15","Standard Class"
"1413","ORD-03608","2025-03-20","2025-03-21","CUST-0096","PROD-0015","1","0.00","89.11","30.03","Standard Class"
"1414","ORD-02530","2024-08-16","2024-08-18","CUST-0027","PROD-0039","12","0.00","7729.92","2711.88","Second Class"
"1415","ORD-05980","2023-02-10","2023-02-11","CUST-0097","PROD-0004","9","0.00","5239.71","2327.40","Standard Class"
